Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
76,11,22,1,2,23.85099999999998,20,123,53,60,32,33,24.82699999999998,0.061,3.720999999999997,2.561999999999998,20,1,9,11,128,1,19,15,4,0,18,4.5,1,L,0.19396093749999999,0.061,0.1958421052631579,0.17079999999999998
77,1,1,1,1,23.78999999999998,20,113,73,76,2,79,25.31499999999998,2.805999999999998,1.524999999999999,1.0369999999999995,20,11,4,6,119,15,5,7,3,0.5,24,3.75,1,L,0.21273109243697477,0.18706666666666663,0.30499999999999994,0.14814285714285713
77,1,2,1,13,15.005999999999988,17,76,112,113,18,120,22.508999999999983,0.7929999999999997,13.17599999999999,1.524999999999999,20,3,18,7,112,3,65,7,2,0.5,18,3,1,L,0.20097321428571427,0.2643333333333333,0.2027076923076923,0.21785714285714283
77,2,3,1,2,21.837999999999983,16,92,83,1,58,30,38.18599999999997,21.227999999999984,0.061,0.305,20,18,1,1,164,73,1,1,4,0,18,4.5,1,L,0.23284146341463413,0.2907945205479452,0.061,0.305
77,2,4,1,12,37.57599999999997,13,172,21,20,18,45,43.55399999999997,5.855999999999995,40.56499999999997,0.061,20,15,18,1,191,29,163,1,5,0.5,41,5.75,1,L,0.22803141361256543,0.20193103448275862,0.24886503067484658,0.061
77,3,5,1,2,20.251999999999985,20,98,52,58,56,20,20.678999999999984,4.025999999999997,3.0499999999999976,5.672999999999996,20,9,9,12,102,16,11,19,4,0.5,30,4.5,1,L,0.20273529411764704,0.251625,0.2772727272727272,0.298578947368421
77,3,6,1,12,28.730999999999977,14,132,45,73,75,67,41.35799999999997,3.476999999999997,2.3789999999999982,4.269999999999997,20,13,7,12,189,22,8,19,5,0,15,3.75,1,L,0.2188253968253968,0.15804545454545454,0.29737499999999994,0.22473684210526315
77,4,7,1,7,15.676999999999987,18,92,4,5,10,62,15.737999999999987,4.086999999999997,3.2329999999999974,2.2569999999999983,19,14,8,6,93,24,11,10,6,0.5,40,5.5,1,L,0.1692258064516129,0.17029166666666665,0.2939090909090908,0.22569999999999998
77,4,8,1,12,28.364999999999977,20,111,48,43,37,24,29.828999999999976,0.5489999999999999,0.9759999999999995,18.116999999999987,20,4,5,16,120,4,5,63,5,0.5,36,5.25,1,L,0.24857499999999996,0.13724999999999998,0.19519999999999998,0.28757142857142853
77,5,9,1,11,31.048999999999975,20,137,34,102,96,70,114.19200000000214,0.061,0.427,0.061,20,1,3,1,468,1,3,1,4,0,14,3.5,1,L,0.24399999999999997,0.061,0.14233333333333334,0.061
