Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,success_schema,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
42,10,20,1,7,7.258999999999994,15,43,2,12,3,7,7.380999999999994,0.244,1.8299999999999987,0.9759999999999995,17,2,9,3,45,2,10,3,6,1,72,6,"7,14",1,L,0.1640222222222222,0.122,0.183,0.32533333333333325
42,11,21,1,0,0,0,0,101,4,3,108,2.2569999999999983,0.427,1.524999999999999,1.2199999999999993,10,1,4,6,13,1,4,7,0,0,16,4,14,1,L,0.20333333333333334,0.427,0.38125,0.1742857142857143
42,11,22,1,14,0.183,1,1,88,96,38,24,3.537999999999997,1.9519999999999986,5.428999999999996,7.075999999999994,12,10,13,13,15,10,25,26,3,0,17,4.25,0,1,L,0.2194673913043478,0.19519999999999998,0.21716,0.27215384615384614
42,12,23,1,1,22.630999999999982,19,88,80,82,78,84,22.996999999999982,0.6709999999999998,1.9519999999999986,0.488,20,3,7,5,91,3,8,5,3,1,36,3,1,1,L,0.25271428571428567,0.22366666666666665,0.24399999999999994,0.09759999999999999
42,12,24,1,3,58.13299999999995,10,260,29,36,33,28,61.73199999999995,1.3419999999999992,2.1959999999999984,1.2199999999999993,20,5,11,3,274,6,13,3,5,1,60,5,"3,1",1,L,0.2252992700729927,0.22366666666666665,0.16892307692307693,0.4066666666666665
43,1,1,1,11,16.774999999999988,19,81,18,19,68,40,33.122999999999976,0.183,0.061,0.183,20,1,1,2,159,1,1,2,4,0,21,5.25,0,1,L,0.2083207547169811,0.183,0.061,0.0915
43,1,2,1,14,53.80199999999996,11,237,87,29,35,10,54.472999999999956,1.9519999999999986,2.805999999999998,1.524999999999999,15,9,7,3,241,9,9,4,3,0,19,4.75,0,1,L,0.22602904564315351,0.21688888888888888,0.3117777777777777,0.3812499999999999
43,2,3,1,12,56.851999999999954,9,235,2,1,94,39,60.45099999999995,5.611999999999996,0.5489999999999999,0.7319999999999998,17,12,3,3,248,21,3,3,5,0,20,5,0,1,L,0.2437540322580645,0.26723809523809516,0.183,0.244
43,2,4,1,15,17.872999999999987,20,86,15,17,59,16,21.532999999999983,0.061,15.676999999999987,3.537999999999997,20,1,15,11,101,1,64,14,6,0.5,40,5.5,15,1,L,0.2131980198019802,0.061,0.244953125,0.2527142857142857
43,3,5,1,3,60.87799999999995,13,230,59,87,1,94,64.53799999999995,2.3789999999999982,3.903999999999997,0.6099999999999999,20,6,14,4,244,8,18,4,5,0,16,4,15,1,L,0.26449999999999996,0.297375,0.21688888888888888,0.1525
43,3,6,1,0,0,0,0,79,63,44,22,2.0739999999999985,0.488,0.427,0.488,7,3,3,2,8,3,3,2,0,0,18,4.5,0,1,L,0.21985416666666666,0.16266666666666665,0.14233333333333334,0.244
43,4,7,1,13,7.685999999999994,18,41,1,25,120,8,73.8710000000002,0.122,1.1589999999999994,0.5489999999999999,20,1,5,3,327,1,6,3,2,0,19,4.75,0,1,L,0.22590519877675838,0.122,0.19316666666666665,0.183
43,4,8,1,8,174.15500000001268,20,734,101,100,104,78,174.21600000001268,0.061,0.061,0.122,20,1,1,1,735,1,1,1,2,0.5,15,2.25,8,1,L,0.2370285714285714,0.061,0.061,0.122
43,5,9,1,15,20.373999999999985,19,107,18,21,40,58,25.49799999999998,1.9519999999999986,2.439999999999998,1.2199999999999993,20,11,6,3,135,12,9,3,6,0,21,5.25,8,1,L,0.18887407407407406,0.16266666666666665,0.271111111111111,0.40666666666666657
43,5,10,1,8,2.1959999999999984,9,12,100,102,27,103,5.306999999999996,1.646999999999999,0.7319999999999998,0.244,19,9,3,2,23,10,4,2,2,0.5,17,2.75,8,1,L,0.23103749999999998,0.16973913043478261,0.19113333333333332,0.122
43,6,11,1,13,67.34400000000034,13,281,112,64,3,118,68.19800000000033,5.184999999999996,5.062999999999996,5.977999999999995,16,12,14,13,284,21,23,25,2,0,14,3.5,8,1,L,0.2401338028169014,0.24690476190476188,0.22013043478260869,0.23911999999999997
43,6,12,1,8,2.3789999999999982,11,12,102,108,100,13,2.866999999999998,0.183,2.3179999999999983,32.939999999999976,12,2,10,17,13,2,12,129,2,0.5,18,3,8,1,L,0.21688888888888888,0.19238461538461535,0.19316666666666665,0.2553488372093023
43,7,13,1,8,2.683999999999998,12,13,103,64,100,97,4.330999999999997,4.330999999999997,0.305,0.061,19,10,3,1,21,16,3,1,2,0.5,16,2.5,8,1,L,0.214,0.2717272727272727,0.244,0.19707692307692307
43,7,14,1,7,12.56599999999999,20,56,7,12,2,6,12.87099999999999,1.0369999999999995,0.427,0.9149999999999996,20,7,2,4,58,8,2,4,6,1,72,6,"7,8",1,L,0.22191379310344828,0.129625,0.2135,0.22875
43,8,15,1,7,1.7079999999999989,11,13,1,2,109,10,7.8079999999999945,0.366,3.0499999999999976,1.2199999999999993,20,2,10,5,39,2,20,6,6,0.5,38,5,"7,8",1,L,0.23323529411764704,0.27246666666666663,0.13915624999999998,0.20333333333333334
43,8,16,1,0,0,0,0,14,46,41,39,0.305,8.417999999999994,1.646999999999999,1.2809999999999993,3,15,9,6,3,32,11,6,0,0.5,36,5.25,"8,7",1,L,0.2115531914893617,0.2630625,0.14972727272727274,0.2135
43,9,17,1,7,0,0,0,2,6,57,11,0.061,0.6709999999999998,3.1719999999999975,3.842999999999997,1,4,6,12,1,4,9,13,6,0.5,40,5.5,"7,8",1,L,0.21059523809523809,0.1586,0.27571999999999997,0.2956153846153846
43,9,18,1,0,0,0,0,99,15,97,98,1.4029999999999991,1.463999999999999,5.7339999999999955,0.6709999999999998,8,4,13,6,8,4,27,6,0,0.5,18,3,"8,7",1,L,0.18728070175438596,0.366,0.21237037037037035,0.11183333333333333
43,10,19,1,7,20.007999999999985,19,90,3,2,112,92,24.15599999999998,25.25399999999998,0.061,0.122,20,19,1,1,104,121,1,1,6,0,17,4.25,8,1,L,0.23226923076923076,0.2087107438016529,0.061,0.122
